kw,sentence
physiographisch,Ohio erstreckt sich über zwei große Unterregionen der Interior Lowlands physiographisch Region der Vereinigten Staaten: das Appalachen-Plateau im Osten und das Central Lowland im Westen.
physiographisch,Die Blue Ridge Mountains sind ein physiographisch Provinz der größeren Appalachen.
Quanten-Computing,"Ein leistungsstarker Quantencomputer, der das bemerkenswerte Potenzial von Quanten-Computing würde mindestens viele tausend Qubits benötigen."
Quanten-Computing,Fühlen Sie sich in letzter Zeit niedergeschlagen wegen Ihres Mangels an Wissen über Quanten-Computing ?
Quanten-Computing,"Die Grundidee von Quanten-Computing besteht darin, Daten in den Kernen von Atomen zu speichern, indem ihre Orientierung geändert wird, wodurch ein binäres Schema erzeugt wird."
Quanten-Computing,"Die Ergebnisse könnten Anwendung finden in Quanten-Computing , wo organisierte Anordnungen von Elektronen eines Tages verwendet werden könnten, um Informationen zu speichern und zu verarbeiten."
Quanten-Computing,"Es wird Alibabas Stärke im traditionellen Computing, Cloud Computing und die Fähigkeiten von CAS in Quanten-Computing und KI, sagten sie."
Quanten-Computing,"Physikerin Lene Vestergaard Hau ist die erste Person, die das Licht stoppt, was zu Fortschritten in Quanten-Computing , Nanotechnik und Linearoptik."
Quanten-Computing,"Quanten-Computing oder Quanteninformation basiert auf einem ähnlichen Ansatz, verwendet aber Quantenbit oder kurz Qubit."
Quanten-Computing,Hat jede Berechnung nichts mit zu tun? Quanten-Computing jetzt eine sinnlose Übung in Kombinatorik?
Quanten-Computing,"Sowie mögliche Anwendungen in Quanten-Computing , könnten abstimmbare Josephson-Kontakte verwendet werden, um winzige Variationen in Magnetfeldern zu erfassen."
Quanten-Computing,"Historisch gesehen waren die Leute, die Quantenoptik und Ionenfallen machten, näher bei den Leuten, die dies taten Quanten-Computing , also waren sie die ersten, die das Quantencomputing untersuchten."
Abrufsystem,"Archibald, Gilchrist und Muir hatten einen Informationsspeicher und Abrufsystem die die Dienste eines selbstmörderischen Steeplejacks erforderte."
Rückholsystem,"Die aerometrischen Informationen Rückholsystem ist das nationale Repository, das Informationen über Luftverschmutzung enthält."
Rückholsystem,Die Autoren verwendeten Daten zur Überwachung der Luftverschmutzung aus den aerometrischen Informationen der Environmental Protection Agency Rückholsystem unter Verwendung von AirData.
Abrufsystem,"Diese Geräte und Methoden für eine Information Abrufsystem Verwenden Sie die Verarbeitung natürlicher Sprache von Suchergebnissen, um die Gesamtpräzision zu verbessern."
Abrufsystem,Neben PTS für das Kisten- und GTP-Handling bietet das Unternehmen auch Magmatic-Lastaufnahmemittel für die automatische Lagerung und Abrufsystem für Paletten.
Satellit,"Es hat dazu geführt, dass Einwohner in der ganzen Stadt ihre Ausrüstung neu einstellen müssen, um ein Video ansehen zu können oder Satellit Kanäle."
Satellit,Eine vorhandene Satellit Das System zur Erkennung und Verfolgung von Starts ballistischer Raketen wird derzeit aufgerüstet.
Satellit,Autohändler bieten auch an Satellit Funkempfänger als werkseitig installierte Option.
Satellit,Envisat wird mit seiner Masse von 8 Tonnen das schwerste sein Satellit jemals von einer Ariane-Trägerrakete in die Umlaufbahn gebracht werden.
Satellit,In der Tat wird dieser Zug seine Reise mit Satellit Navigationstechnik.
Satellit,"Statische Informationen wie große Halbachse der Ellipse, Apogäums- und Perigäumshöhen sowie anomalistische und Knotenperioden von Satellit Umlaufbahnen."
Satellit,"Es gab Videokonferenzen, Webcasts, Satellit Übertragungen und Austausch zwischen Wissenschaftlern auf einer sicheren Website."
Satellit,"Dies ist das erste Mal, dass eine Ariane 5-Trägerrakete ein Satellit im sonnensynchronen Orbit."
Satellit,Die Vorschriften erlauben jeweils maximal 55 Gallonen gefährlichen Abfall oder 1 Quart akut gefährlicher Abfall Satellit Akkumulationsgebiet.
Satellit,"Und diese Absorption bildet die Grundlage, auf der Satellit UV-Radiometer erkennen Ozon aus dem Weltraum."
Schraubendreher,"Ein großes rechteckiges Fach im Boden nimmt Ihre losen Patronen auf, Schraubendreher , etc."
Schraubendreher,"Drehmoment Schraubendreher Sind auf Benutzerkomfort ausgelegt Drehmomentschrauber haben ein leichtes, kompaktes Gehäuse, um den Bedienerkomfort zu gewährleisten."
Schraubendreher,"Jeder, der mit gekämpft hat Schraubendreher und Spitzzange, werden hier mit dem Mechanismus zufrieden sein."
Schraubendreher,Rückgabe der Schraubendreher zum Werkzeugkasten schraubte er den Entlüfterdeckel ab.
Schraubendreher,"In der Nahkampfansicht können Sie auch Waffen wie Schlagringe, Schraubendreher , Keulen und Messer."
Schraubendreher,Diese Schraubendreher hatte eine geschmiedete einteilige gehärtete Klinge mit einem Kropf und speziellen Flügeln an zwei Seiten.
Schraubendreher,Das andere Patent von J P. Curtiss war für eine Verbesserung der Schraubendreher indem Sie den Schaft in einem festen Griff befestigen.
Schraubendreher,"Aber Schraubendreher und Bolzenschneider können auch Einbruchswerkzeuge sein, wenn sie in der Absicht verwendet werden, eine Straftat zu begehen."
Schraubendreher,"Um eine Werkzeuganalogie zu verwenden, sind ein Schlitz- und ein Kreuzschlitzschraubendreher beides Schraubendreher und beide können mir helfen, Dinge zu bauen."
Schraubendreher,"Dann stürzt er sich auf mich, mit Pinzette, Drahtschneider, Schraubendreher , Flaschenöffner und Schere alle schnippen, surren und schnappen mich in perfekter Synchronität an."
zweite Generation,"Sein zweite Generation Estnisch, ich möchte darauf hinweisen, dass gegen Esten die gleichen Gräueltaten begangen wurden."
zweite Generation,"Die zweite Generation Mondeo brachte frische, weniger abgerundete Looks zusammen mit vielen technischen Raffinessen."
zweite Generation,"Nur wenige Bands, die so linker Flügel sind wie System of a Down, haben einen so großen Mainstream-Erfolg erreicht zweite Generation Armenisches Quartett."
zweite Generation,"Nur wenige zweite Generation Kirchen haben genügend Reife erlangt, um die Ernennung eigener Führer in Betracht zu ziehen."
zweite Generation,"Es sieht nur unscharf aus, ist aber immer noch zu sehen, wie ein zweite Generation vhs kopieren."
zweite Generation,"Dies brachte die zweite Generation der Shaker näher an die Lehren ihrer Anführerin, Mutter Ann Lee, heran, wodurch die Sekte verjüngt wird."
zweite Generation,In den Jahrzehnten nach den ersten Universalrobotern erwarte ich eine zweite Generation mit säugerähnlicher Intelligenz und kognitiven Fähigkeiten.
zweite Generation,Dann drehen sie sich zu einem Kokon und tauchen entweder als zweite Generation im selben Jahr oder überwintern und schlüpfen im nächsten Sommer.
zweite Generation,"Jeden zweite Generation Während der Rückkreuzung verpaarten wir die ersten Nachkommen der elterlichen Rückkreuzung, um den rezessiven Phänotyp wiederzuerlangen."
zweite Generation,"Er ist der letzte Überlebende der zweite Generation dieser wundersamen Blüte, die Haitianische Renaissance genannt wird."
shazam,"Nun, geben Sie es ein, geben Sie Ihre Postleitzahl ein und shazam , wird eine Liste der Bibliotheken angezeigt."
shazam,"Jetzt mischt er sich mit dieser überraschenden Information ein, die zeigt, dass die Lehren, die die Ansichten des Zweiten Vatikanischen Konzils über nichtchristliche Religionen prägen, shazam , nicht neu."
shazam,"Alles, was ich hätte, wären ein paar riesige Maisfelder, die ich sehr, sehr klein zusammengefaltet hatte, und wenn ich nach Hause kam, öffnete ich den Koffer, nahm sie heraus und shazam !"
Shazam,"Das gleiche Schicksal kann dem widerfahren Shazam , ein Power-Pop-Trio aus Nashville, das beschwingt melodischen Rock&#39;n&#39;Roll heraufbeschwört."
shazam,"Nun, Capt. Leo kann nicht einfach nur da sitzen und zusehen, wie sein kleiner Kumpel in die Ewigkeit davonfliegt, also zieht er seine Flugausrüstung an und, shazam !"
shazam,"Neben diesem Mann ist noch ein weiterer Trinidader, weithin identifiziert als shazam Mohammed."
Shazam,"Ohne Shazam , können Sie sich glaubhaft machen, dass Sie jeden Song geschrieben und gespielt haben, den Sie zufällig im Radio hören."
Smartphone,"Heute ist qwerty meine bevorzugte Art der Texteingabe, und ich möchte unbedingt meine Smartphone um auch qwerty zu unterstützen."
Smartphone,"Opera Software entwickelt Browser für Desktop, Smartphone , PDA, iTV und vertikale Märkte."
Smartphone,"Das Feature-Phone bietet ein einfaches Internet-Erlebnis, während das Smartphone wird versuchen, PDA und ein Internet-Handy zusammenzuführen."
Smartphone,"Fahrer können reservierbare Stationen ausfindig machen und dann eine Reservierung direkt von einem aus vornehmen, anzeigen und stornieren Smartphone ."
Smartphone,Einer der drei größten Smartphone Herstellern der Welt will Asus seine Präsenz auf dem ägyptischen Markt ausbauen.
Smartphone,Der projektive kapazitive Touchscreen unterstützt die Multi-Touch-Eingabe ähnlich der Bedienung eines Smartphone oder Tablette.
Smartphone,"Führungskräfte der Branche weisen darauf hin, dass Hisilicon K3 jetzt ein Blockbuster ist Smartphone Lösung in China, die voraussichtlich zu einem heftigen Wettbewerb zwischen Hisilicon und MediaTek führen wird."
Smartphone,Turkcell hat fast 1 Million T-Serie verkauft Smartphone s und das neueste Smartphone wurde ausschließlich von türkischen Designern und Ingenieuren entwickelt.
Smartphone,"Ein Windows-betriebenes Smartphone bietet die gleiche Möglichkeit wie ein Palmtop, um Daten mit Ihrem Computer zu synchronisieren, und ist nur halb so groß."
Smartphone,Sie können die Kindle-App kostenlos auf Ihren Desktop- oder Laptop-Computer herunterladen. Smartphone oder Tablette.
Software,"Microsoft hat angekündigt, die Unterstützung für Java in wichtigen Desktops auslaufen zu lassen Software Produkte."
Software,Dann könntest du Spyware haben Software ohne Ihr Wissen auf Ihrem Computer ausgeführt werden.
Software,Seit vielen Jahren der Standard Software Der Entwicklungsvertrag wurde auf der Grundlage einer Wasserfall-Entwicklungsmethodik erstellt.
Software,Die meisten Blogs Software verleiht dem Endergebnis allein aufgrund seiner Verwendung ein Blog-Format.
Software,"Wir entwickeln Computer Software das Genre von Dokumenten automatisch zu erkennen, indem beobachtete Gesetzmäßigkeiten in Substanz und Form ausgenutzt werden."
Software,Sie haben bereits viele tausend Wegpunkte dokumentiert und verfügen über ein großartiges Flugaufzeichnungs-Kit und eine großartige Analyse Software .
Software,"Es wird davon ausgegangen, dass sich Beamte an drei Internetunternehmen gewandt haben, um Angebote für die Kosten für die Einrichtung von Werbung zu erhalten Software ."
Software,Trotz solchen digitalen Jiggery-Pokery lassen Deupree und Willits ihre Software überholen Sie sie.
Software,Jeder Test wurde unmittelbar nach einem Neustart ohne anderen durchgeführt Software im Hintergrund läuft.
Software,"Der Ersteller des Programms hatte bereits den Vertrieb der Software nachdem Apples Anwälte das Unternehmen kontaktiert hatten, das sein Webhosting beherbergte."
Überwachungssystem,Die Zielbestimmungsdaten können von einem Radar oder einer Optronik geliefert werden Überwachungssystem .
Überwachungssystem,"Ein Barangestellter eines Hotels wurde mit den Fingern in der Kasse erwischt, nachdem das Management eine verdeckte Überwachungssystem ."
Überwachungssystem,Darüber hinaus ist die Implementierung von a Überwachungssystem kann die Inzidenz einer Erkrankung artefaktisch erhöhen.
Überwachungssystem,Die Deaktivierung der durch den Norden Überwachungssystem hat im Süden und bei seinen Verbündeten Alarm ausgelöst.
Überwachungssystem,"Das Zentrum von Manchester ist die Keimzelle eines High-Tech Überwachungssystem und verfügt über eine 18 Meter lange Monitorwand, die bis zu 180 hochauflösende Bilder anzeigen kann."
Überwachungssystem,"Darüber hinaus wurden im Jahr 2010 insgesamt 158 Fälle von HFMD und Herpangina in der Gemeinde durch einen Sentinel gemeldet Überwachungssystem in Clermont-Ferrand, Frankreich, umgesetzt."
Überwachungssystem,Das ADS der Navy ist ein schnell einsetzbares U-Boot Überwachungssystem entworfen für die Küstengebiete der Welt oder Küstengebiete.
Überwachungssystem,Artikel wurden von vier überprüft Überwachungssystem Experten bei der Organisation demografischer Kategorien.
Überwachungssystem,Wir brauchen Rückverfolgbarkeit und a Überwachungssystem die eine frühzeitige Erkennung eines Krankheitsproblems gewährleistet.
Überwachungssystem,"Meine Sorge ist, dass dies mit Großbritanniens Überwachungssystem So werden Sie buchstäblich auf Schritt und Tritt überwacht."
Schalttafeln,Schaltgerät oder Schalttafeln kann als Verteilungs- und Überstromschutz für das System verwendet werden.
Schalttafeln,1887 gab es in Großbritannien 26.000 Telefone und mehrere Schalttafeln wurde in den meisten größeren Städten installiert.
Schalttafeln,"Ich glaube, sie glaubt immer noch, dass es Damen mit Headsets und Twinsets gibt, die sich einstecken Schalttafeln ."
Schalttafeln,Letztes Jahr der Verkehr auf dem internationalen Telefon Schalttafeln zum ersten Mal die 100-Milliarden-Marke überschritten.
Schalttafeln,"Übergriffe auf Homosexuelle und Schwule haben zugenommen Schalttafeln stellen fest, dass sich die Suiziddrohungen verdoppelt haben."
Schalttafeln,"Kommandoposten des Infanteriezuges nutzten ein kleines Feld Schalttafeln und Drahtleitungen, um Trupps, Wachen und Abhörposten zu verbinden."
Schalttafeln,"Denken Sie daran, als die Telefonindustrie Schalttafeln und Betreiber?"
Schalttafeln,"Sie möchten nicht nur Ihre Türen, sondern auch Ihre wertvollen Büromöbel elektronisch sichern, Schalttafeln , oder Werkzeugschränke?"
Schalttafeln,Schützen Sie Kabel und Schalttafeln indem Sie sie an sicheren Orten platzieren und sichere Konfigurationen aufbauen.
Schalttafeln,"Feldtelefone und Schalttafeln wurden bald entwickelt, und die bereits bestehenden wurden verbessert."
synthetische Biologie,"Die EGE hielt ihre 34. Sitzung vom 21. bis 22. April 2009 in Brüssel ab, um ihre nächste Stellungnahme zur Ethik der synthetische Biologie ."
synthetische Biologie,Endy gehört zu den überzeugendsten Evangelisten von synthetische Biologie .
synthetische Biologie,"Ihre Leistung beschreitet neue Wege, indem sie das aufstrebende Gebiet der synthetische Biologie über die Grenzen von Bakterien und Viren hinaus."
synthetische Biologie,"Neue Arten von Krankheiten können zufällig aus der Zukunft kommen synthetische Biologie Laboratorien, es sei denn, es werden neue internationale Vorschriften für Laboratorien geschaffen und durchgesetzt."
synthetische Biologie,"Edmonton Science Outreach Network und Science FUNdamentals haben sich zusammengetan, um eine Sitzung mit Blick auf synthetische Biologie und Extrahieren von DNA aus Erdbeeren."
synthetische Biologie,"Die EGE organisierte am 19. Mai 2009 einen öffentlichen Runden Tisch, um einen offenen Dialog zwischen den Parteien zu fördern, die verschiedene Interessengruppen vertreten, die sich mit synthetische Biologie ."
synthetische Biologie,"Einige machten es auf die komplexe Herausforderung zurückzuführen, den Anwendungsbereich des Zusatzprotokolls im Einklang mit dem Biosafety Protocol zu halten und gleichzeitig zukünftige Entwicklungen wie z synthetische Biologie oder LMOs mit binären Transfers."
synthetische Biologie,"Podiumsteilnehmer Pat Mooney, ETC Group, sagte, dass die Auswirkungen der Nanotechnologie, synthetische Biologie und Geo-Engineering in den Bereichen Umwelt, Gesundheit und Sicherheit sollten bewertet und verwaltet werden."
synthetische Biologie,"Er studiert also Bereiche wie Nanotechnologie und synthetische Biologie die heute kühne neue Grenzen in der Wissenschaft markieren, wie es die Raumfahrt vor 50 Jahren tat."
synthetische Biologie,"Nikolas Kompridis hat auch über die Gefahren neuer Technologien wie Gentechnik, Nanotechnologie, synthetische Biologie und Robotik."
System-Design,"Die meisten Kosten stammen von Fahrwegen und Bahnhöfen, die bereits für die zweispurige Richtung benötigt werden System-Design ."
System-Design,"Dieses innovative Ruderschloss System-Design enthält einen neuen &quot;Spannarm&quot;-Mechanismus im Tor, der Ihr Ruder fest gegen den Stift hält."
System-Design,Die rekonfigurierbare Natur der System-Design unterstützt Operationen während des Einsatzes und des frühen Eintritts und hilft bei der Transportfähigkeit und Gefechtsmobilität.
System-Design,"Die System-Design Ansatz, der die diophantische Gleichung verwendet, ist keine zustandsvariable Systementwurfstechnik."
System-Design,"Der PHY stellt die kritischste Designherausforderung im Zusammenhang mit Serial ATA dar System-Design , dadurch, dass sie eine stabile Hochgeschwindigkeits-Phasenregelschleife mit sehr geringem Jitter erfordert."
System-Design,"Es ist jedoch allgemein bekannt, dass die Anforderungen an die allgemeine thermische Behaglichkeit und die lokalen thermischen Unbequemlichkeiten berücksichtigt werden müssen, bevor die System-Design und Betrieb."
System-Design,"Die SAB-Software automatisiert den Sicherheitsauswahlprozess, um die Geschwindigkeit zu erhöhen System-Design und minimieren menschliche Fehler."
System-Design,"Obwohl dies sehr schwer nachzurüsten ist, ist dies ein lösbares Problem für ein Grund-Up System-Design ."
System-Design,"Um Ausfälle aufgrund mechanischer Probleme zu vermeiden, führte die NASA eine umfangreiche System-Design und Testprogramm."
System-Design,Perspektiven der Elemente von Transportstraßenmetallkonstruktionen und deren System-Design beziehen sich auf Wahrscheinlichkeitsberechnungselemente.
Systemdynamik,"Beispiele für Graduiertenprogramme, die an den Institutionen angeboten werden, sind Chiropraktik, Bildung, Gesundheitstechnologie, Optometrie und Mehrkörper Systemdynamik ."
System Integration,Das hat die Jury so empfunden System Integration war viel häufiger als in den Vorjahren.
System Integration,"Millinet, einer von Ciscos System Integration Partner, hat maßgeblich zu diesem Projekt beigetragen."
System Integration,Zusätzlich zur Lieferung der Amdocs-Abrechnungssoftware hat Amdocs Telefonica de Espana auch mit System Integration Dienstleistungen zur Unterstützung des Rollouts.
System Integration,"Designed für System Integration , bietet die Karte eine hochwertige Computer-zu-Video-Konvertierung sowie die Möglichkeit, Genlock und Overlay auf ein vorhandenes Videosignal zu übertragen."
System Integration,"Außerdem glaubt JCR, dass das Unternehmen stabile Aufträge für System Integration Projekte im laufenden Jahr und stärkt damit das operative Ergebnis."
Tablet,"Wir stellen vor: ARMOR X7, ein kompaktes Tablet Das ist klein in Größe und Gewicht, aber groß in Bezug auf Robustheit."
Tablet,"Zur Herstellung von weichen, schützenden Tablet deckt."
Tablet,"Die Federal Aviation Administration hat eine Handvoll kommerzieller und Charter-Fluggesellschaften autorisiert, die Tablet als sogenanntes elektronisches Fluggepäck."
Tablet,"Das Kabel überträgt Bilder an ein Hochleistungs-Fluoreszenzmikroskop, und der Endoskopiker verwendet ein Tablet um die Ausgabe des Mikroskops anzuzeigen."
Tablet,Der Motion Computing LE1700 Tablet PC bietet die Leistung und die Funktionen eines Notebook-Computers und bietet Ihnen gleichzeitig die zusätzliche Mobilität und Vielseitigkeit eines Tablet .
Tablet,Barroso zum Beispiel arbeitet an einem Holzschnitt von a Tablet .
Tablet,Die Konstrukteure von Flugzeugsystemen bei Alenia Aeronautica brauchten ein robustes Tablet eine tragbare Wartungseinheit für das zweimotorige militärische Turboprop-Turboprop-Flugzeug Alenia C-27J zu beherbergen.
Tablet,"Die Peeramid Bookrest ist ein Buchhalter und Ständer für a Tablet entwickelt für den Gebrauch durch Personen mit Behinderungen der oberen Extremitäten, Schwäche oder Arthritis."
Tablet,Ultima ist ein fahrzeugbasiertes Tablet kontrollierte Entwicklung des älteren Vogelausbreitungssystems von Scarecrow Premier.
Tablet,"Sie wurde festgenommen, nachdem Rebellen Fotos von ihr gefunden hatten Tablet zeigt Vorräte, die sie ukrainischen Kämpfern gab."
Thermostat,"Wassergekühlte Motoren umfassen Kühler, Pumpe, Thermostat , Lüfter und Verbindungsschläuche und -rohre."
Thermostat,"Energiebewusstes Design kann Einsparungsmethoden wie Isolierung und Thermostat zurückgesetzt, mit passiver Solarheizung."
Thermostat,"Der Mat-Stat ist ein einfaches, wirtschaftliches Thermostat , ausgelegt für den Einsatz mit Heizmatten bis maximal 100 Watt."
Thermostat,Beide Systeme bieten eine programmierbare Thermostat So ist Ihr Boden beim Aufstehen warm und warm.
Thermostat,"Das Gerät besteht im Wesentlichen aus einem Wassertank und einer Heizung, die mit einem Thermostat Steuerung."
Thermostat,Installieren Sie ein programmierbares Thermostat das senkt automatisch die Nachttemperaturen.
Thermostat,"Stellen Sie außerdem sicher, dass Sie wissen, wer die Kontrolle über die Thermostat So kann die Temperatur bei Bedarf angepasst werden."
Thermostat,"Stellen Sie auf dem Weg ins Bett die Thermostat auf eine Temperatur, die nicht zu heiß oder zu kalt ist."
Thermostat,Mein ändern Thermostat die Temperatur in meinem Haus zu ändern ist ein weiteres Beispiel dafür.
Thermostat,"Mit einem Thermostat , einer Glühbirne und einem gepolsterten Karton baute ich einen Inkubator für die Zellkulturen meiner Biologie-Experimente."
Gaspedal,"Kein einziges Wort wurde gesprochen, als wir uns der Start- und Landebahnschwelle näherten Gaspedal noch weit offen."
Gaspedal,"Das Spiel des Packs ist voll Gaspedal , die ganze Zeit, und bis er sich mit seinen Teamkollegen vertraut gemacht hat, werden die Fehler weitergehen."
Gaspedal,"Ein kurzer Ritt über die Landebahn und ein bisschen Gaspedal , und wir waren weg und stiegen in den Himmel empor."
Gaspedal,"Abschneiden der Gaspedal im Leerlauf erzeugte oft eine Reaktionslücke, bevor der Motor anzog."
Gaspedal,"Sie können es nicht einmal abwürgen, da das Auto im sechsten Gang schon ab 500 Umdrehungen durch die Stadt rast und die Gaspedal für dich."
Gaspedal,Drehen Sie den Schlüssel und blinzeln Sie die Gaspedal und der schön aussehende 4.2 V8 brüllt wie ein echter Racer.
Gaspedal,"Sie werden in einer Vielzahl von Anwendungen verwendet, einschließlich Gaspedal Kabel, Notbremsen, Chokes und Lufteinlässe."
Gaspedal,"Mit vier Feuerknöpfen und einem ziemlich fadenscheinigen Gaspedal Steuerung, auch diese hat viele Funktionen."
Gaspedal,"Aber nichts rührt das Blut von Rennfahrern so an, wie ein Grau in vollem Umfang Gaspedal ."
Gaspedal,Er öffnete die Gaspedal aber der Motor hustete und stotterte mehrmals.
festbinden,Als Liliputaner in der Welt der kreativen Schreibforschung wollte er festbinden die gesamte australische Industrie und beanspruchen sie für sich.
festbinden,"Eine Finte kann deinen Feind zwingen, festbinden riesige Mengen an Kräften, um sich vor einem Angriff zu schützen, der nie kommt."
festbinden,In reichen Ländern droht das festbinden Unternehmen und geben maroden Wohnungsmärkten einen Tritt.
festbinden,Verwenden Sie eine dünne feuerfeste Mörtelfuge zwischen diesen und den vorherigen Kanälen und sichern Sie diese Teile mit dem festbinden und Packband.
festbinden,"Alle losen Gegenstände unter Deck verstauen und festbinden jegliche Ausrüstung, die erforderlich ist, um an Deck zu bleiben."
festbinden,"Sichern Sie die Maschine am Deck, indem Sie Ketten durch die dafür vorgesehenen festbinden Punkte wie in der Abbildung gezeigt."
festbinden,"Das vordere Ende des Ladungsnetzes wurde an festbinden Ringe, die an den Sitzschienen hinter dem rechten hinteren Kabinensitz angebracht waren."
festbinden,"Das Sekretariat erklärte, dass Absatz 5 notwendig sei, um sicherzustellen, dass die auf diese Weise erhaltenen Beiträge nicht unnötig festbinden Mitgliedstaaten an die spendenden Organisationen."
festbinden,"Aber als er ging, ging der Guerillakrieg gegen seine Truppen auf dem Land weiter festbinden große Truppenstärke."
festbinden,"Es ist ein passender Weg für ein Unternehmen, dessen Riemen es gewohnt sind festbinden Ausrüstung an Bord der Internationalen Raumstation."
,Es stellt sich vor d die Welt bis hin zu kapazitiven Touchscreens und virtuellen Tastaturen und Autokorrektur und einem echten mobilen Webbrowser .
,Kapazitiv t Touchscreens sind komplett aus Glas und für den Einsatz in Geldautomaten und ähnlichen kioskartigen Anwendungen konzipiert .
,"Es behandelt Touchscreens und TV-Programme als eine weitere Möglichkeit, Kleinkindern Tiere, Farben und andere Konzepte näher zu bringen ."
,"Zum Beispiel, Die Plattform verfügt über ein anpassbares Point-of-Sale-System, das mit Tablets, Touchscreens und jedem webfähigen Gerät bekämpft werden kann ."
Tracker,"ich werde das prüfen Tracker von Zeit zu Zeit, um zu sehen, welche seltsamen Google-Suchanfragen die Leute hierher führen."
Tracker,"Am nächsten Tag, auf dem Rückweg in die Werkstatt, erhielt ich einen Anruf auf der Freisprecheinrichtung von der Tracker Gesellschaft."
Tracker,"Dies veranlasste Tracker Mittel, um die Aktie zu kaufen, was den Aktienkurs noch weiter anhebt."
Tracker,"Sie litten an Unterkühlung, Prellungen, Abschürfungen, Bissen von Tracker Hunde oder wurden bei Verkehrsunfällen verletzt."
Tracker,"Es ist schwer, ein solides Argument dafür vorzubringen, warum dies der Fall ist, also warum nicht auf so etwas wie einen einfachen Vanille-Index greifen? Tracker stattdessen?"
Tracker,Es ist die Geschichte eines Aborigines Tracker der drei Polizisten auf der Suche nach einem beschuldigten Aborigines leitet.
Tracker,"Der Kredit selbst wird durch eine alternative Anlage, z. B. einen Index, abbezahlt Tracker innerhalb eines ISA-Wrappers, den Sie einrichten sollen."
Tracker,"Die Polizei wurde zum ersten Mal alarmiert, als a Tracker Gerät wurde an einem Ferienort in East Yorkshire ausgelöst."
Tracker,"der Ulster Bank Tracker Hypotheken in diesem Sektor sind mit 1,05 Prozent über dem EZB-Satz wiederum am günstigsten."
Tracker,"Kein Mensch Tracker wird in der Lage sein, die spurlose Passage dieses Mannes zu verfolgen."
Verfolgungssystem,"Diese Schaltfläche sendet Informationen an die Verfolgungssystem , das neben dem Namen des Patienten auf der elektronischen Fetttafel ein Symbol anzeigt."
Verfolgungssystem,Der Flug Verfolgungssystem wird den Betreibern genaue Positionsdaten von Flugzeugen liefern.
Verfolgungssystem,"Diese Blackbox ist ein Fahrzeug Verfolgungssystem , und das Besondere daran ist, dass es in kürzester Zeit magnetisch am Fahrzeug befestigt werden kann."
Verfolgungssystem,"Dieses Licht wird von den beiden Tracking-Detektoren abgefangen, und dies ermöglicht die Entwicklung einer Steuerung für die Verfolgungssystem ."
Verfolgungssystem,"Die Landespolizei arbeitet derzeit an einem GPS-basierten Auto Verfolgungssystem für Kontrollräume, um die Reaktionszeit während der Teilnahme an einem Anruf zu verkürzen."
Verfolgungssystem,"Ist der Behälter Verfolgungssystem im Einsatz ausreichend aktuelle und nützliche Daten bereitstellen, damit auf Bedrohungen reagiert werden kann?"
Verfolgungssystem,Die kanadische Rindfleischindustrie hat in den letzten zehn Jahren enorme Fortschritte bei der Verbesserung ihrer Rückverfolgung gemacht und Verfolgungssystem .
Verfolgungssystem,"Dieser Informationsaustausch zeigte den Wert, der aus dem Holz gewonnen werden kann Verfolgungssystem bei der Bekämpfung von Holzdiebstahl."
Verfolgungssystem,Eines der erklärten Ziele des Holzes Verfolgungssystem war die Reduzierung des Holzdiebstahls.
Verfolgungssystem,Die Übertragung einer verrechneten Gutschrift auf ein Alterskonto im Verfolgungssystem um einer behördlichen Anforderung nachzukommen.
Transceiver,Zufrieden gab Ivan die ISCN . zurück Transceiver zu seinem Versteck und ersetzte die Bodenplatte.
Transceiver,"Alles was du brauchst ist dein Transceiver , einen Computer mit einer Soundkarte und einem Programm, das den gewünschten Modus unterstützt."
Transceiver,Natürlich gibt es kein GPS Transceiver die mit einer Injektionsnadel als winziger Mikrochip implantiert werden kann.
Transceiver,"Die Leute müssen nur den Aufenthaltsort eines Radios lokalisieren Transceiver , die wie ein Modem funktioniert."
Transceiver,"Um schnell kommunizieren zu können, benötigten die meisten Spione Zugang zu einem Funkgerät Transceiver ."
Transceiver,Jede Kamera ist mit einem Transceiver zum Empfangen und Senden von Daten und ein Display zum Beobachten oder Abhören der Nachrichten.
Transceiver,"Jedes mobile Gerät kommuniziert über die Luft mit einem festen Transceiver , die über Festnetz mit einem Server kommuniziert."
Transceiver,Es gibt viele Komponentenfehler in der Transceiver was die richtige Verstärkungsänderung für Schwingungen erzeugen könnte.
Transceiver,Die Erfindung verwendet eine Faseroptik Transceiver um Kanäle mit niedriger Latenz und hoher Bandbreite für solche Verbindungen unter Verwendung einer robusten Multimode-Fasertechnologie bereitzustellen.
Transceiver,Auf diese Weise haben sie einen Großteil der Kosten und der Komplexität eines Funkgeräts eliminiert Transceiver die ein nicht hörbares Signal in einen hörbaren Ton umwandeln muss.
Transistoren,Die Anzeigepixelelektroden sind mit Sourceelektroden des Dünnfilms verbunden Transistoren im Eins-zu-eins-Korrespondenz.
Transistoren,"Als ich in der Schule war, bekam ich 100 Transistoren auf einem Chip war eine große Sache."
Transistoren,Ein Komparator verbindet sich mit der Drain-Schaltung des Eingangs Transistoren die Spannung an den Komparator liefert und ausgleicht.
Transistoren,"Warum zählen wir die steigenden Millionen von Transistoren auf einem Chip, anstatt die Chips zu zählen?"
